# list of all "regular" pulsars from the ATNF catalogue
# https://www.atnf.csiro.au/research/pulsar/psrcat
#
# We define a regular pulsar as one with a spin period > 30 ms
#
# P0 = spin period in sec
# P1 = \dot{P}/P [dimensionless]
# d  = distance estimate in kpc
#
# citation: Manchester, R. N., Hobbs, G.B., Teoh, A. & Hobbs, M.,
#           AJ, 129, 1993-2006 (2005)

id    name          P0       dP0     P1       dP1        d     age
307   B0834+06      1.273768 7.0e-13 6.80e-15 5.0e-21    0.190 2.97e+06
308   B0835-41      0.751625 1.2e-12 3.54e-15 4.0e-20    1.500 3.37e+06
309   J0838-2621    0.308581 2.0e-12 3.90e-17 3.0e-19    4.102 1.25e+08
310   J0838-3947    1.703946 9.0e-10 8.13e-16 3.2e-16    5.095 3.32e+07

311   J0839-66      0.449339       0      NaN       0    0.448    NaN
312   B0839-53      0.720614 1.6e-11 1.64e-15 6.0e-19    0.566 6.97e+06
313   B0840-48      0.644354 4.0e-10 9.56e-15 4.0e-19    3.103 1.07e+06
314   J0843+0719    1.365860 5.0e-05      NaN       0    2.068    NaN
315   J0843-5022    0.208956 1.4e-12 1.72e-16 1.4e-19    1.573 1.92e+07

316   B0844-35      1.116098 1.0e-11 1.60e-15 1.3e-18    0.535 1.10e+07
317   J0847-4316    5.977493 7.0e-10 1.20e-13 2.0e-17    6.547 7.90e+05
318   J0848+16      0.452400       0      NaN       0    2.283    NaN
319   J0849-6322    0.367953 5.0e-12 7.91e-16 5.0e-19    0.383 7.37e+06
320   B0841+80      1.602228 4.0e-11 4.46e-16 3.0e-19    3.304 5.69e+07

321   J0854+5449    1.233033 1.0e-12 3.12e-16 3.0e-19    1.436 6.26e+07
322   B0853-33      1.267536 5.0e-12 6.32e-15 3.0e-20    0.503 3.18e+06
323   J0855-4644    0.064686 4.0e-13 7.26e-15 3.0e-20    5.638 1.41e+05
324   J0855-4658    0.575072 4.0e-11 1.36e-14 2.0e-17   13.740 6.69e+05
325   B0855-61      0.962511 3.0e-11 1.68e-15 8.0e-18    0.370 9.08e+06

326   J0857+3349    0.242961 4.0e-12 2.40e-16 1.0e-17    1.567 1.60e+07
327   J0857-4424    0.326786 5.0e-11 2.09e-14 1.1e-18    2.833 2.47e+05
328   J0901-4624    0.441995 1.4e-11 8.75e-14 8.0e-18    3.032 8.00e+04
329   B0901-63      0.660313 2.0e-10 1.07e-16 9.0e-18    0.192 9.78e+07
330   B0903-42      0.965173 3.0e-11 1.88e-15 9.0e-19    0.675 8.15e+06

331   B0904-74      0.549554 3.0e-11 4.61e-16 1.3e-19    1.048 1.89e+07
332   J0905-4536    0.988281 2.0e-10 1.49e-16 3.0e-18    2.912 1.05e+08
333   J0905-5127    0.346301 3.0e-12 2.49e-14 8.0e-19    1.330 2.21e+05
334   J0905-6019    0.340854 8.0e-12 5.22e-16 3.0e-19    0.359 1.03e+07
335   B0905-51      0.253558 5.0e-11 1.83e-15 2.0e-20    0.341 2.19e+06

336   B0906-17      0.401626 1.8e-13 6.69e-16 1.7e-21    0.805 9.50e+06
337   B0906-49      0.106769 7.0e-13 1.51e-14 5.0e-20    1.000 1.12e+05
338   B0909-71      1.362890 8.0e-12 3.27e-16 4.0e-19    0.752 6.60e+07
339   B0904+77      1.579050 6.0e-05      NaN       0      NaN    NaN
340   J0912-3851    1.526085 3.0e-09 3.59e-15 5.0e-17    0.346 6.74e+06

341   J0919-42      0.812600       0      NaN       0    0.329    NaN
342   J0919-6040    1.216976 6.0e-10 1.00e-17 2.0e-17    0.355 1.93e+09
343   B0917+63      1.567994 4.0e-12 3.61e-15 4.0e-20    1.003 6.89e+06
344   B0919+06      0.430627 1.7e-11 1.37e-14 1.0e-18    1.100 4.97e+05
345   J0922-4949    0.950289 8.0e-12 9.76e-14 4.0e-18    2.698 1.54e+05

346   B0922-52      0.746338 1.2e-11 3.53e-14 6.0e-18    0.513 3.35e+05
347   B0923-58      0.739505 3.0e-11 4.92e-15 1.1e-19    0.107 2.38e+06
348   J0927+2345    0.761889 9.0e-11 3.05e-16 4.0e-18    1.091 3.95e+07
349   J0928+06      2.060400       0      NaN       0   25.000    NaN
350   J0928+30      2.091500       0      NaN       0    2.037    NaN

351   J0930-2301    1.807069 8.0e-11 3.36e-15 7.0e-18   25.000 8.52e+06
352   J0932-3217    1.931627 1.9e-10 2.50e-16 1.5e-17    0.414 1.22e+08
353   J0932-5327    4.392159 6.0e-10 8.37e-15 8.0e-17    0.359 8.31e+06
354   J0934-4154    0.570409 1.4e-11 2.69e-16 3.0e-18    0.530 3.36e+07
355   B0932-52      1.444777 1.7e-11 4.65e-15 7.0e-20    0.349 4.92e+06

356   J0935+33      0.961500       0      NaN       0    1.728    NaN
357   J0940-5428    0.087545 4.0e-12 3.29e-14 1.0e-18    0.377 4.22e+04
358   J0941-39      0.586778 3.0e-11      NaN       0    0.356    NaN
359   J0941-5244    0.658558 1.0e-11 1.14e-15 2.0e-19    0.398 9.17e+06
360   B0940-55      0.664389 1.4e-11 2.27e-14 9.0e-19    0.300 4.64e+05

361   B0941-56      0.808164 1.4e-11 3.96e-14 1.4e-18    0.406 3.23e+05
362   B0940+16      1.087418 1.0e-11 9.11e-17 8.0e-20    1.487 1.89e+08
363   J0943+2253    0.532975 9.0e-13 8.98e-17 2.0e-21    3.555 9.40e+07
364   B0942-13      0.570264 4.0e-13 4.53e-17 3.0e-21    0.686 2.00e+08
365   J0944+4106    2.229431 5.0e-11 4.42e-15 3.0e-18    2.673 7.99e+06

366   J0945-4833    0.331586 1.8e-12 4.83e-15 6.0e-19    0.352 1.09e+06
367   B0943+10      1.097706 7.0e-11 3.49e-15 2.0e-19    0.892 4.98e+06
368   J0947+2740    0.851014 6.0e-11 4.30e-16 3.0e-18   25.000 3.13e+07
369   J0949-6902    0.640016 1.0e-11 6.37e-16 5.0e-19    1.677 1.59e+07
370   J0951-71      0.212378       0      NaN       0    1.516    NaN

371   B0950-38      1.373815 5.0e-10 5.80e-16 3.0e-17    0.523 3.75e+07
372   B0950+08      0.253065 9.0e-13 2.30e-16 3.0e-21    0.261 1.75e+07
373   J0954-5430    0.472851 5.0e-11 4.39e-14 1.2e-18    0.433 1.71e+05
374   B0953-52      0.862122 3.0e-11 3.53e-15 8.0e-21    0.401 3.87e+06
375   J0957-06      1.723700 8.0e-05      NaN       0    2.461    NaN

376   J0957-5432    0.203557 6.0e-12 1.95e-15 4.0e-18    0.449 1.66e+06
377   B0957-47      0.670086 3.0e-08 8.47e-17 5.0e-19    0.361 1.25e+08
378   J1000+08      0.440372       0      NaN       0    1.741    NaN
379   J1000-5149    0.255677 2.0e-12 9.59e-16 6.0e-19    0.127 4.22e+06
380   B0959-54      1.436631 1.9e-11 5.16e-14 1.5e-18    0.300 4.41e+05

381   J1001-5559    1.661177 4.0e-11 8.60e-16 4.0e-18    0.432 3.06e+07
382   J1001-5939    7.733640 8.0e-10 5.99e-14 3.0e-16    1.240 2.05e+06
383   J1002-5559    0.777501 3.0e-10 1.57e-15 1.9e-16    3.270 7.84e+06
384   J1002-5919    0.713489 6.0e-10 1.04e-16 1.0e-19    3.171 1.09e+08
385   B1001-47      0.307074 3.0e-12 2.07e-15 9.0e-21    0.369 2.35e+06

386   J1006-6311    0.835797 2.0e-10 5.73e-16 3.0e-18    2.381 2.31e+07
387   B1010-23      2.517945 4.0e-11 8.81e-16 4.0e-19    0.983 4.53e+07
388   J1012-5830    2.133591 3.0e-10 3.77e-14 6.0e-17    2.799 8.98e+05
389   B1011-58      0.819926 7.0e-12 1.78e-14 3.0e-20    3.185 7.30e+05
390   J1013-5934    0.442901 2.0e-12 5.56e-16 8.0e-21    3.144 1.26e+07

391   J1014-48      1.508800 2.0e-04      NaN       0    0.379    NaN
392   J1015-5719    0.139882 4.0e-12 5.74e-14 1.2e-18    2.732 3.86e+04
393   B1014-53      0.769586 1.2e-11 1.93e-15 4.0e-20    0.117 6.33e+06
394   J1016-5819    0.087834 6.0e-13 6.99e-16 1.1e-20    2.587 1.99e+06
395   J1016-5857    0.107386 1.5e-12 8.08e-14 6.0e-19    3.163 2.10e+04

396   J1017+3011    0.452785 2.0e-10 5.70e-16 3.0e-17   25.000 1.26e+07
397   B1015-56      0.503463 1.8e-12 3.14e-15 3.0e-19    3.513 2.54e+06
398   J1018-1523    0.083100 0.0e+00      NaN       0    1.087    NaN
399   B1016-16      1.804695 1.0e-11 1.74e-15 1.0e-19   25.000 1.64e+07
400   J1019-5749    0.162499 8.0e-12 2.01e-14 3.0e-18   10.913 1.28e+05

401   J1020-5921    1.238305 1.1e-10 4.05e-14 8.0e-17    0.938 4.85e+05
402   J1020-6026    0.140481 1.0e-12 6.74e-15 1.0e-19    3.277 3.30e+05
403   J1021-5601    0.670026 1.4e-10 5.34e-17 6.0e-18    2.429 1.99e+08
404   J1022-5813    1.643726 5.0e-10 1.45e-13 3.0e-16    4.245 1.79e+05
405   J1023-5746    0.111472 9.0e-11 3.84e-13 1.3e-18    2.080 4.60e+03

406   J1028-5819    0.091403 1.4e-09 1.61e-14 8.0e-16    1.423 9.00e+04
407   J1031-6117    0.306411 1.0e-11 1.78e-15 5.0e-18    3.383 2.72e+06
408   J1032-5206    2.407622 1.2e-10 1.79e-14 1.1e-17    2.096 2.13e+06
409   B1030-58      0.464213 7.0e-12 1.80e-15 1.1e-19    3.005 4.09e+06
410   J1034-3224    1.150590 1.0e-11 2.30e-16 8.0e-20    1.636 7.91e+07

411   J1035-6345    0.579577 6.0e-12 3.50e-16 1.2e-18    2.167 2.62e+07
412   J1036-4926    0.510369 3.0e-12 1.65e-15 8.0e-20    2.313 4.90e+06
413   J1036-6559    0.533502 6.0e-11 1.36e-15 1.0e-18    2.052 6.21e+06
414   B1036-58      0.661992 1.1e-11 1.25e-15 3.0e-19    0.917 8.38e+06
415   B1039-19      1.386368 3.0e-12 9.45e-16 2.0e-20    2.533 2.32e+07

416   B1039-55      1.170867 3.0e-12 6.72e-15 9.0e-20    2.789 2.76e+06
417   J1043-6116    0.288605 4.0e-12 1.04e-14 6.0e-20    3.055 4.39e+05
418   J1044-5737    0.139029 4.0e-11 5.46e-14 4.0e-18    1.895 4.03e+04
419   J1046+0304    0.326271 4.0e-12 1.24e-16 4.0e-19    4.739 4.16e+07
420   B1044-57      0.369428 1.1e-11 1.15e-15 9.0e-19    2.340 5.11e+06

421   J1047-3032    0.330328 1.9e-12 6.10e-17 2.0e-20    2.144 8.58e+07
422   J1047-6709    0.198451 8.0e-13 1.69e-15 2.0e-20    1.765 1.86e+06
423   B1046-58      0.123725 4.0e-12 9.61e-14 4.0e-19    2.900 2.04e+04
424   J1048-5838    1.231305 4.0e-12 1.22e-14 7.0e-20    1.008 1.60e+06
425   J1049+5822    0.727618 4.0e-11 3.91e-15 4.0e-18    1.120 2.95e+06

426   J1049-5833    2.202325 3.0e-10 4.41e-15 1.5e-16    3.004 7.91e+06
427   J1050-5953    6.452077 6.0e-07 3.81e-11 1.3e-13    9.000 2.68e+03
428   J1052-5954    0.180592 1.0e-11 2.00e-14 1.7e-18    3.143 1.43e+05
429   J1052-6348    0.383830 1.5e-11 3.87e-16 6.0e-18    1.994 1.57e+07
430   J1054-5943    0.346909 1.3e-11 4.07e-15 8.0e-18    2.585 1.35e+06

431   J1054-5946    0.228324 8.0e-12 2.09e-16 3.0e-19    2.327 1.73e+07
432   J1054-6452    1.840004 3.0e-10 3.14e-15 5.0e-17    2.342 9.29e+06
433   J1055-6022    0.947558 3.0e-10 9.24e-14 1.2e-16    3.597 1.62e+05
434   J1055-6028    0.099661 3.0e-12 2.95e-14 5.0e-19    3.830 5.35e+04
435   J1055-6236    0.448635 3.0e-11 7.08e-16 7.0e-18    1.883 1.00e+07

436   J1055-6905    2.919397 3.0e-10 2.03e-14 1.5e-17    2.035 2.27e+06
437   J1056-5709    0.676082 8.0e-11 5.76e-16 1.4e-17    3.062 1.86e+07
438   B1054-62      0.422451 1.8e-12 3.58e-15 6.0e-20    2.400 1.87e+06
439   J1057-4754    0.628306 7.0e-12 2.25e-16 2.0e-19    0.639 4.43e+07
440   B1055-52      0.197115 8.0e-13 5.84e-15 4.0e-20    0.093 5.35e+05

441   J1057-5851    0.620365 1.2e-10 1.01e-13 4.0e-18      NaN 9.77e+04
442   B1056-78      1.347404 1.5e-10 1.33e-15 8.0e-19    1.439 1.61e+07
443   J1058-5957    0.616270 1.6e-11 6.57e-16 4.0e-18    2.588 1.49e+07
444   B1056-57      1.185003 1.2e-11 4.31e-15 5.0e-19    1.645 4.36e+06
445   J1059+6459    3.631170 1.4e-09 5.74e-15 6.0e-17    1.944 1.00e+07

446   J1101-6101    0.062800 6.0e-09 8.56e-15 6.0e-16    7.000 1.16e+05
447   J1103-6025    0.396587 5.0e-12 9.90e-16 1.9e-18    2.378 6.34e+06
448   J1104-6103    0.280905 1.8e-12 1.97e-15 2.0e-19    1.327 2.26e+06
449   J1105-4353    0.351112 7.0e-11 2.50e-15 4.0e-17    0.127 2.23e+06
450   J1105-6037    0.194938 4.0e-12 2.18e-14 8.0e-20      NaN 1.41e+05

451   J1105-6107    0.063202 8.0e-13 1.58e-14 8.0e-20    2.360 6.32e+04
452   J1106-6438    2.717934 3.0e-10 2.33e-15 7.0e-17    2.153 1.85e+07
453   J1107-5907    0.252773 6.0e-12 9.01e-18 1.0e-18    0.115 4.45e+08
454   B1105-59      1.516531 1.2e-09 3.40e-16 5.0e-17    1.915 7.07e+07
455   J1107-6143    1.799396 4.0e-10 1.56e-13 2.0e-16    2.937 1.83e+05

456   B1107-56      0.558254 7.0e-12 2.06e-15 3.0e-19    2.447 4.29e+06
457   J1110+58      0.793348 2.1e-05      NaN       0   25.000    NaN
458   J1111-6039    0.106670       0 1.95e-13       0      NaN 8.66e+03
459   J1112-6103    0.064962 3.0e-12 3.15e-14 1.3e-18    4.464 3.27e+04
460   B1110-65      0.334214 6.0e-11 8.25e-16 3.0e-19    2.534 6.42e+06

461   B1110-69      0.820488 3.0e-11 2.82e-15 7.0e-20    2.076 4.61e+06
462   B1112-60      0.880858 1.6e-11 4.60e-14 5.0e-19    5.477 3.03e+05
463   J1115-0956    1.310894 3.0e-11 3.47e-17 4.0e-19    1.061 5.98e+08
464   B1112+50      1.656440 3.0e-12 2.49e-15 2.0e-20    0.923 1.05e+07
465   J1115-6052    0.259779 7.0e-12 7.23e-15 9.0e-20    2.185 5.69e+05

466   J1116-2444    0.867949 5.0e-11 9.85e-16 5.0e-18    0.839 1.40e+07
467   B1114-41      0.943158 7.0e-12 7.95e-15 4.0e-19    0.280 1.88e+06
468   J1117-6154    0.505097 5.0e-11 1.25e-14 3.0e-17    3.976 6.40e+05
469   J1117-6447    1.155272 3.0e-10 2.40e-16 7.0e-17    2.752 7.63e+07
470   J1119-6127    0.407963 9.0e-11 4.02e-12 1.7e-18    8.400 1.61e+03

471   B1118-79      2.280597 7.0e-10 3.67e-15 4.0e-17    0.814 9.85e+06
472   J1120-24      0.497000 0.0e+00      NaN       0    0.098    NaN
473   B1119-54      0.535787 9.0e-12 2.78e-15 9.0e-19    2.324 3.05e+06
474   J1123-4844    0.244838 7.0e-12 6.54e-17 2.0e-19    1.858 5.93e+07
475   J1123-6102    0.640234 3.0e-11 6.46e-15 8.0e-18    3.487 1.57e+06

476   J1123-6259    0.271437 8.0e-13 5.25e-15 3.0e-20    2.187 8.19e+05
477   J1123-6651    0.232976 2.0e-12 2.75e-15 3.0e-20    1.675 1.34e+06
478   J1124-5638    0.185560 1.1e-11 9.00e-18 5.0e-18    2.639 3.27e+08
479   J1124-5916    0.135477 1.7e-10 7.53e-13 1.7e-17    5.000 2.85e+03
480   J1124-6421    0.479099 7.0e-11 6.20e-16 3.0e-17    2.702 1.22e+07

481   J1126-2737    0.358161 8.0e-06      NaN       0    0.436    NaN
482   J1126-38      0.887550 1.0e-05      NaN       0    1.013    NaN
483   B1124-60      0.202737 3.0e-12 2.81e-16 8.0e-20    2.426 1.14e+07
484   J1126-6942    0.579419 1.1e-11 3.29e-15 4.0e-19    1.185 2.79e+06
485   J1128-6219    0.515984 1.1e-10 1.10e-17 5.0e-18    7.401 7.43e+08

486   J1129-53      1.062880 5.0e-06      NaN       0    1.457    NaN
487   J1130-5826    0.162323 3.0e-12 1.59e-17 1.9e-19    2.408 1.62e+08
488   J1130-5925    0.680984 6.0e-11 9.52e-16 7.0e-18    2.387 1.13e+07
489   J1130-6807    0.256353 8.0e-13 4.60e-16 2.0e-20    1.972 8.84e+06
490   J1132+25      1.002000       0      NaN       0   25.000    NaN

491   J1132-4700    0.325633 6.0e-12 7.77e-16 7.0e-19    2.688 6.64e+06
492   J1132-5627    0.175166 1.0e-11 6.80e-17 4.0e-18    2.911 4.08e+07
493   B1131-62      1.022875 9.0e-11 4.52e-16 2.0e-18    7.448 3.59e+07
494   J1135-6055    0.114943       0 7.93e-14       0      NaN 2.30e+04
495   B1133+16      1.187913 3.0e-12 3.73e-15 9.0e-21    0.372 5.04e+06

496   B1133-55      0.364713 8.0e-12 8.23e-15 4.0e-19    1.518 7.02e+05
497   J1136-6527    1.189309 8.0e-11 1.75e-15 1.6e-20    1.955 1.08e+07
498   J1137-6700    0.556216 2.0e-11 7.17e-17 4.0e-19    2.603 1.23e+08
499   J1138-6207    0.117564 3.0e-12 1.25e-14 5.0e-19    7.183 1.49e+05
500   J1139-6247    0.120482       0 4.05e-15       0      NaN 4.71e+05

501   J1141-3107    0.538432 4.0e-12 1.96e-15 2.0e-19    0.783 4.35e+06
502   J1141-3322    0.291468 3.0e-12 4.65e-16 9.0e-21    1.853 9.92e+06
503   J1141-6545    0.393899 7.0e-13 4.31e-15 1.3e-19   10.000 1.45e+06
504   J1142-6230    0.558383 1.0e-10 7.79e-17 3.5e-17    3.483 1.13e+08
505   J1143-5158    0.675646 8.0e-12 6.95e-16 2.0e-19    2.397 1.54e+07

506   J1143-5536    0.685358 4.0e-11 4.85e-16 2.0e-18    2.220 2.24e+07
507   J1144-6146    0.987783 1.6e-10 -3.81e-17 8.9e-17    1.395    NaN
508   J1144-6217    0.850665 4.0e-11 3.08e-14 7.0e-18    2.645 4.37e+05
509   B1143-60      0.273375 8.0e-13 1.79e-15 3.0e-21    1.634 2.42e+06
510   J1148-5725    3.559937 7.0e-10 1.11e-14 1.3e-16    2.063 5.08e+06

511   J1148-6415    3.241029 8.0e-10 2.70e-15 4.0e-16    2.454 1.90e+07
512   J1151-6108    0.101633 2.0e-12 1.03e-14 1.0e-18    2.227 1.57e+05
513   J1152-5800    1.789829 5.0e-10 1.28e-15 3.0e-16    2.156 2.21e+07
514   J1152-6012    0.376570 5.0e-11 6.69e-15 1.9e-17    1.367 8.93e+05
515   J1153-2117    2.343480 5.0e-05      NaN       0    2.331    NaN

516   J1154-6250    0.282012 3.0e-11 5.59e-16 5.0e-18    1.358 7.99e+06
517   J1156-5707    0.288417 5.0e-11 2.65e-14 8.0e-19    2.848 1.72e+05
518   J1156-5909    1.037931 9.0e-10 1.02e-15 2.0e-17    2.331 1.61e+07
519   J1157-5112    0.043589 1.2e-13 1.43e-19 1.0e-20    0.961 4.83e+09
520   B1154-62      0.400526 4.0e-12 3.93e-15 1.2e-19    4.000 1.61e+06

521   J1159-6409    0.667486 6.0e-11 2.40e-17 4.0e-18    2.035 4.41e+08
522   J1159-7910    0.525074 3.0e-10 2.82e-15 6.0e-18    1.607 2.95e+06
523   J1201-6306    0.592136 5.0e-11 3.56e-15 1.1e-17    9.538 2.64e+06
524   B1159-58      0.452803 5.0e-12 2.13e-15 1.3e-19    1.887 3.37e+06
525   J1203-6242    0.100604       0 4.41e-14       0      NaN 3.61e+04

526   J1204-6843    0.308861 1.9e-12 2.17e-16 1.9e-19    1.906 2.25e+07
527   J1207-4508    1.769828 3.0e-09 1.56e-15 1.9e-17    2.634 1.80e+07
528   J1208-6238    0.440591 1.4e-11 3.27e-12 1.0e-18      NaN 2.14e+03
529   J1210-5226    0.424131 1.2e-11 2.22e-17 1.7e-19    2.600 3.02e+08
530   J1210-5559    0.279768 4.0e-12 7.25e-16 3.0e-21    2.372 6.11e+06

531   J1210-6322    1.163186 1.8e-10 9.25e-15 1.2e-20    9.548 1.99e+06
532   J1210-6550    4.237010 1.8e-09 4.31e-16 1.1e-16    0.923 1.56e+08
533   J1211-6324    0.433084 1.7e-11 2.57e-16 8.0e-18    8.049 2.67e+07
534   J1214-5830    0.909823 4.0e-11 5.34e-17 1.5e-18    1.883 2.70e+08
535   J1215-5328    0.636414 5.0e-11 1.15e-16 4.0e-18    3.275 8.77e+07

536   J1216-50      6.355000 9.0e-03      NaN       0    2.302    NaN
537   J1216-6223    0.374053 2.0e-12 1.68e-14 2.0e-19   18.316 3.52e+05
538   J1220-6318    0.789212 8.0e-11 8.03e-17 1.2e-17    8.948 1.56e+08
539   J1222-5738    1.081164 1.3e-09 1.50e-16 5.0e-17    1.408 1.14e+08
540   J1223-5856    0.288541 2.0e-11 5.70e-18 8.0e-19    4.770 8.02e+08

541   J1224-6208    0.585761 4.0e-11 2.02e-14 1.1e-17    9.876 4.60e+05
542   B1221-63      0.216480 3.0e-12 4.95e-15 4.0e-20    4.000 6.92e+05
543   J1225-5556    1.018453 1.5e-11 2.06e-15 1.5e-19    1.929 7.82e+06
544   J1225-6035    0.626324 1.8e-11 2.88e-16 8.0e-18    2.194 3.45e+07
545   B1222-63      0.419618 3.0e-10 9.46e-16 1.5e-17    9.846 7.03e+06

546   J1226+0005    2.285076 8.0e-11 2.47e-15 2.0e-18    1.868 1.46e+07
547   J1226-3223    6.193004 5.0e-10 7.05e-15 1.0e-17    2.175 1.39e+07
548   J1227-6208    0.034528 2.0e-14 1.87e-19 7.0e-22    9.469 2.92e+09
549   J1227-63      0.444578 6.0e-08      NaN       0    9.406    NaN
550   J1231-4609    0.877239 4.0e-11 3.80e-17 1.7e-18    1.965 3.66e+08

551   J1231-5113    0.206612       0 1.17e-16       0      NaN 2.80e+07
552   J1231-6303    1.351236 6.0e-11 1.32e-16 1.5e-18    8.279 1.62e+08
553   J1231-6511    0.247525       0 2.84e-14       0      NaN 1.38e+05
554   J1232-4742    1.872994 2.0e-10 1.40e-17 5.0e-18    0.871 2.12e+09
555   J1232-6501    0.088282 4.0e-13 8.11e-19 3.0e-20    5.423 1.73e+09

556   J1233-6312    0.564759 4.0e-10 6.92e-15 1.6e-16   10.020 1.29e+06
557   J1233-6344    0.756892 7.0e-11 3.88e-15 1.8e-17   10.379 3.09e+06
558   J1234-3630    0.569242 8.0e-12 8.66e-16 3.0e-18    5.990 1.04e+07
559   B1232-55      0.638234 1.0e-08      NaN       0    1.741    NaN
560   J1235-6354    0.256778 1.2e-11 1.97e-16 4.0e-18   10.296 2.07e+07

561   J1236-0159    3.597574 2.0e-10 5.10e-15 2.0e-18    2.039 1.12e+07
562   J1236-5033    0.294760 4.0e-12 1.56e-16 4.0e-19    2.755 3.00e+07
563   J1237-6725    2.110974 1.4e-10 2.19e-15 4.0e-17    3.036 1.53e+07
564   J1238+2152    1.118591 4.0e-11 1.45e-15 4.0e-19    2.555 1.23e+07
565   B1237+25      1.382449 1.0e-12 9.60e-16 3.0e-21    0.840 2.28e+07

566   J1239-48      0.653900       0      NaN       0    5.355    NaN
567   B1236-68      1.301923 4.0e-12 1.19e-14 1.4e-19    1.575 1.74e+06
568   B1237-41      0.512242 1.1e-10 1.74e-15 7.0e-18    1.682 4.67e+06
569   J1242+39      1.310000       0      NaN       0   25.000    NaN
570   J1243+17      1.216500       0      NaN       0    0.405    NaN

571   J1243-5735    0.471225 1.6e-10 8.00e-17 7.0e-18   14.144 9.33e+07
572   B1240-64      0.388485 4.0e-13 4.49e-15 4.0e-20    2.000 1.37e+06
573   J1244-1812    3.425324 3.0e-10 1.48e-15 1.2e-17    1.085 3.66e+07
574   J1244-5053    0.275207 4.0e-12 1.00e-15 4.0e-19    3.422 4.36e+06
575   J1244-6359    0.147274 2.0e-11 4.40e-18 8.0e-19    8.497 5.30e+08

576   J1244-6531    1.546819 3.0e-10 7.18e-15 1.0e-16   10.862 3.41e+06
577   J1245-6238    2.283093 3.0e-10 1.09e-14 5.0e-17    9.956 3.31e+06
578   J1246+2253    0.473871 4.0e-12 8.89e-17 9.0e-21    2.465 8.45e+07
579   J1248-6344    0.198335 8.0e-12 1.69e-14 2.0e-18   10.699 1.86e+05
580   J1248-6444    1.234893 3.0e-11 1.93e-15 1.6e-20    5.969 1.01e+07

581   J1249-6507    0.434445 3.0e-11 1.21e-17 1.4e-18    5.123 5.69e+08
582   J1251-7407    0.327058 2.0e-11 3.65e-16 8.0e-19    1.860 1.42e+07
583   J1252+53      0.220104 8.0e-11      NaN       0    3.191    NaN
584   J1252-6314    0.823339 6.0e-11 1.08e-16 3.0e-17    7.317 1.20e+08
585   J1253-5820    0.255496 7.0e-13 2.10e-15 2.0e-20    1.641 1.93e+06

586   J1254-6150    0.184502 7.0e-12 6.24e-16 3.0e-18    1.531 4.68e+06
587   J1255-46      0.052000       0      NaN       0    1.359    NaN
588   J1255-6131    0.657974 3.0e-11 4.00e-15 7.0e-18    4.824 2.61e+06
589   J1255-62      0.182912 3.0e-11      NaN       0   19.757    NaN
590   B1254-10      0.617308 8.0e-13 3.63e-16 7.0e-21   25.000 2.70e+07

591   B1256-67      0.663330 3.0e-10 8.55e-16 5.0e-20    1.574 1.23e+07
592   J1300-6602    1.143316 4.0e-11 3.35e-16 2.0e-20   15.566 5.41e+07
593   J1301-6305    0.184528 6.0e-11 2.67e-13 3.0e-18   10.717 1.10e+04
594   J1301-6310    0.663830 4.0e-11 5.64e-14 5.0e-18    1.458 1.86e+05
595   J1302-63      0.325724 1.0e-08      NaN       0   25.000    NaN

596   J1302-6313    0.967846 4.0e-10 6.33e-15 8.0e-17   11.331 2.42e+06
597   B1259-63      0.047763 4.0e-10 2.28e-15 1.2e-18    2.632 3.32e+05
598   J1303+38      0.396300       0      NaN       0    3.190    NaN
599   J1303-6305    2.306642 4.0e-10 2.18e-15 1.6e-16   10.248 1.68e+07
600   J1305-6203    0.427774 1.1e-11 3.22e-14 1.9e-19   11.586 2.11e+05

601   J1305-6256    0.478231 1.2e-10 2.11e-15 4.0e-17   25.000 3.59e+06
602   B1302-64      0.571652 7.0e-12 4.03e-15 3.0e-19   11.900 2.25e+06
603   J1305-66      0.197276 2.0e-07      NaN       0   11.627    NaN
604   J1306-6242    0.981902 9.0e-11 5.86e-15 3.0e-17   11.430 2.65e+06
605   B1303-66      0.473028 5.0e-12 5.98e-15 3.0e-19   15.872 1.25e+06

606   J1307-6318    4.962427 2.0e-09 2.11e-14 4.0e-16   10.783 3.72e+06
607   J1307-67      3.651200 8.0e-05      NaN       0    1.093    NaN
608   J1308+2127   10.312522 2.0e-08 1.12e-13 3.0e-16      NaN 1.46e+06
609   J1308-4650    1.058833 3.0e-11 5.26e-16 1.6e-18    2.188 3.19e+07
610   J1308-5844    0.464700 7.0e-10 8.64e-15 5.0e-18    6.462 8.52e+05

611   J1309-6415    0.619454 3.0e-10 8.79e-15 1.2e-16   11.977 1.12e+06
612   J1309-6526    0.398292 2.0e-11 1.84e-17 1.5e-18   11.256 3.43e+08
613   B1309-12      0.447518 7.0e-13 1.51e-16 4.0e-21   25.000 4.70e+07
614   B1310+18      0.033163 3.0e-09      NaN       0   18.050    NaN
615   B1309-53      0.728154 3.0e-11 1.47e-16 1.1e-19    4.905 7.87e+07

616   B1309-55      0.849243 3.0e-10 5.70e-15 8.0e-20    4.187 2.36e+06
617   J1312-6400    2.437432 1.1e-10 6.83e-16 5.0e-17    1.526 5.65e+07
